# run_started_utc: 2026-08-20T04:51:41.570442+00:00
# run_started_local: 2026-08-20T10:21:41.570442+05:30
# run_ended_utc: 2026-08-20T04:52:42.787463+00:00
# simulated_duration_s: 1977.5
# rows_written: 788
# git_commit: 9520573
# git_tree: clean
# schedule_file: E:\BSc Project Task\Simulation\signal_schedule_annual.csv
# schedule_sha256: 9ab4100c95934d3065dcf27fee6c19e9cde8e295cd37f3da4c3b1d31e9efba9e
# approved_by: sasiru
# approved_at: 2026-08-20T04:51:41.354059+00:00
# encryption_at_end: on
# encryption_toggled_during_run: no
# attacks_fired: none
# demand_multiplier: 1
# density: 1x
sim_time_s,clock,arm,demand_window,arrivals_window,blocked_entries,discharged_window,green_seconds_window,discharge_per_green_s,queue_length,mean_speed,accident_active,accident_location,anomaly_flag
1850.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1850.0,08:30,West,0,0,0,0,0,0.0,1,0.0,0,,0
1860.0,08:31,North,0,0,0,0,7.75,0.0,0,2.2,0,,0
1860.0,08:31,South,0,0,0,0,9.25,0.0,0,2.2,0,,0
1860.0,08:31,East,0,0,0,0,0,0.0,0,2.2,0,,0
1860.0,08:31,West,0,0,0,0,0,0.0,1,0.0,0,,0
1870.0,08:31,North,0,0,0,0,0,0.0,0,2.2,0,,0
1870.0,08:31,South,0,0,0,0,19.25,0.0,0,2.2,0,,0
1870.0,08:31,East,0,0,0,0,0,0.0,0,2.2,0,,0
1870.0,08:31,West,0,0,0,0,0,0.0,1,0.0,0,,0
1880.0,08:31,North,0,0,0,0,0,0.0,0,2.2,0,,0
1880.0,08:31,South,0,0,0,0,13.78,0.0,0,2.2,0,,0
1880.0,08:31,East,0,0,0,0,3.22,0.0,0,2.2,0,,0
1880.0,08:31,West,0,0,0,0,0,0.0,1,0.0,0,,0
1890.0,08:31,North,0,0,0,0,0,0.0,0,2.2,0,,0
1890.0,08:31,South,0,0,0,0,3.78,0.0,0,2.2,0,,0
1890.0,08:31,East,0,0,0,0,13.22,0.0,0,2.2,0,,0
1890.0,08:31,West,1,1,0,0,0,0.0,1,1.1,0,,0
1900.0,08:31,North,0,0,0,0,0,0.0,0,2.2,0,,0
1900.0,08:31,South,0,0,0,0,0,0.0,0,2.2,0,,0
1900.0,08:31,East,0,0,0,0,19.82,0.0,0,2.2,0,,0
1900.0,08:31,West,1,1,0,0,0,0.0,2,0.0,0,,0
1910.0,08:31,North,0,0,0,0,0,0.0,0,2.2,0,,0
1910.0,08:31,South,0,0,0,0,0,0.0,0,2.2,0,,0
1910.0,08:31,East,0,0,0,0,9.82,0.0,0,2.2,0,,0
1910.0,08:31,West,0,0,0,2,7.18,0.2784,0,2.2,0,,0
1920.0,08:32,North,0,0,0,0,0,0.0,0,2.2,0,,0
1920.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1920.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1920.0,08:32,West,0,0,0,2,16.0,0.125,0,2.2,0,,0
1930.0,08:32,North,0,0,0,0,8.17,0.0,0,2.2,0,,0
1930.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1930.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1930.0,08:32,West,0,0,0,0,8.83,0.0,0,2.2,0,,0
1940.0,08:32,North,0,0,0,0,18.17,0.0,0,2.2,0,,0
1940.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1940.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1940.0,08:32,West,0,0,0,0,0,0.0,0,2.2,0,,0
1950.0,08:32,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1950.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1950.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1950.0,08:32,West,0,0,0,0,0,0.0,0,2.2,0,,0
1960.0,08:32,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1960.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1960.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1960.0,08:32,West,1,1,0,0,0,0.0,1,0.016,0,,0
1970.0,08:32,North,0,0,0,0,17.85,0.0,0,2.2,0,,0
1970.0,08:32,South,0,0,0,0,0,0.0,0,2.2,0,,0
1970.0,08:32,East,0,0,0,0,0,0.0,0,2.2,0,,0
1970.0,08:32,West,1,1,0,0,0,0.0,1,0.0,0,,0
